center	Human
22422	0
22423	0
22424	0
22425	0
22426	0
22427	0
22428	0
22429	0
22430	0
22431	0
22432	0
22433	0
22434	0
22435	0
22436	0
22437	0
22438	0
22439	0
22440	0
22441	0
22442	0.303
22443	0.303
22444	0.303
22445	0.303
22446	0.303
22447	0.303
22448	0.303
22449	0.303
22450	0
22451	0
22452	0
22453	0
22454	0
22455	0
22456	0
22457	0
22458	0
22459	0
22460	0
22461	0
22462	0
22463	0
22464	0
22465	0
22466	0.303
22467	0.303
22468	0.606
22469	0.91
22470	0.91
22471	0.91
22472	0.91
22473	0.91
22474	0.606
22475	0.606
22476	0.606
22477	0.303
22478	0.91
22479	0.91
22480	1.213
22481	1.516
22482	1.516
22483	1.516
22484	1.516
22485	1.213
22486	1.213
22487	1.213
22488	0
22489	0.303
22490	0.606
22491	0.91
22492	1.213
22493	1.213
22494	1.516
22495	1.516
22496	1.516
22497	1.213
22498	0.91
22499	0.606
22500	0.303
22501	0.303
22502	0
22503	0
22504	0.303
22505	0.303
22506	0.303
22507	0.303
22508	0.303
22509	0.606
22510	0.606
22511	0.606
22512	1.213
22513	3.032
22514	3.335
22515	3.941
22516	3.941
22517	3.335
22518	3.335
22519	3.638
22520	5.76
22521	4.244
22522	5.457
22523	5.154
22524	5.457
22525	6.367
22526	6.367
22527	6.063
22528	4.244
22529	3.638
22530	3.032
22531	1.819
22532	1.516
22533	0.91
22534	0.303
22535	0.303
22536	0.303
22537	0.303
22538	0.303
22539	0.303
22540	0
22541	0
22542	0
22543	0
22544	0
22545	0
22546	0
22547	0
22548	0
22549	0
22550	0
22551	0
22552	0
22553	0
22554	0
22555	0
22556	0
22557	0
22558	0
22559	0
22560	0.606
22561	0.606
22562	0.606
22563	0.91
22564	0.91
22565	1.213
22566	1.516
22567	1.516
22568	0.91
22569	0.91
22570	1.516
22571	2.425
22572	2.729
22573	3.032
22574	2.425
22575	2.425
22576	2.425
22577	2.425
22578	2.122
22579	1.213
22580	0.91
22581	0.303
22582	0
22583	0
22584	0
22585	0
22586	0
22587	0
22588	0
22589	0
22590	0
22591	0
22592	0
22593	0
22594	0
22595	0
22596	0
22597	0
22598	0.303
22599	0.303
22600	0.303
22601	0.303
22602	0.303
22603	0.303
22604	0.606
22605	0.606
22606	0.606
22607	0.303
22608	0
22609	0
22610	0
22611	0
22612	0
22613	0
22614	0.303
22615	0.303
22616	0.303
22617	0.303
22618	0.303
22619	0.303
22620	0.303
22621	0.303
22622	0.303
22623	0.303
22624	0
22625	0.303
22626	0.303
22627	0.606
22628	0.606
22629	0.606
22630	0.606
22631	0.606
22632	0.606
22633	0.606
22634	0.606
22635	0.303
22636	0.303
22637	0.91
22638	0.91
22639	0.91
22640	0.91
22641	0.606
22642	0.91
22643	1.213
22644	1.213
22645	1.213
22646	1.213
22647	0.606
22648	0.606
22649	0.606
22650	0.303
22651	0.303
22652	0.303
22653	0.303
22654	0.303
22655	0.303
22656	0
22657	0
22658	0
22659	0
22660	0
22661	0
22662	0
22663	0
22664	0
22665	0
22666	0
22667	0
22668	0
22669	0.606
22670	0.606
22671	0.606
22672	0.606
22673	0.606
22674	0.606
22675	0.606
22676	0.606
22677	0.303
22678	0.303
22679	0
22680	0
22681	0
22682	0
22683	0
22684	0
22685	0
22686	0
22687	0
22688	0
22689	0
22690	0
22691	0
22692	0
22693	0
22694	0
22695	0
22696	0
22697	0
22698	0
22699	0
22700	0
22701	0
22702	0
22703	0
22704	0
22705	0
22706	0
22707	0.303
22708	0.303
22709	0.91
22710	1.213
22711	1.213
22712	1.213
22713	1.819
22714	2.122
22715	2.425
22716	2.425
22717	1.819
22718	1.819
22719	1.819
22720	1.819
22721	1.819
22722	1.213
22723	1.213
22724	1.213
22725	1.213
22726	1.516
22727	0.91
22728	0.91
22729	0.606
22730	0.91
22731	0.91
22732	1.213
22733	1.819
22734	1.819
22735	1.516
22736	1.516
22737	1.516
22738	1.213
22739	0.91
22740	0.91
22741	0
22742	0.606
22743	0.606
22744	0.606
22745	0.606
22746	0.606
22747	0.606
22748	0.606
22749	0.606
22750	0.303
22751	0.303
22752	0.303
22753	0.303
22754	0.303
22755	0.303
22756	0.303
22757	0.303
22758	0
22759	0
22760	0
22761	0
22762	0
22763	0
22764	0
22765	0
22766	0
22767	0
22768	0
22769	0
22770	0
22771	0.303
22772	0.303
22773	0.303
22774	0.303
22775	0.303
22776	0.303
22777	0.303
22778	0.303
22779	0
22780	0
22781	0
22782	0
22783	0
22784	0
22785	0
22786	0
22787	0
22788	0
22789	0
22790	0
22791	0
22792	0
22793	0
22794	0.303
22795	0.91
22796	0.91
22797	1.516
22798	4.851
22799	6.67
22800	10.005
22801	10.005
22802	10.005
22803	9.398
22804	9.398
22805	8.792
22806	6.973
22807	5.457
22808	0.91
22809	0.91
22810	0.91
22811	0.606
22812	0.303
22813	0.606
22814	0.606
22815	1.213
22816	1.213
22817	0.91
22818	0.91
22819	0.91
22820	0.91
22821	0.606
22822	0.91
22823	0.303
22824	0.303
22825	0.303
22826	0.303
22827	0.303
22828	0.303
22829	0.303
22830	0
22831	0
22832	0
22833	0
22834	0
22835	0
22836	0
22837	0
22838	0
22839	0
22840	0
22841	0.303
22842	0.303
22843	0.303
22844	0.303
22845	0.303
22846	0.606
22847	0.606
22848	0.606
22849	0.606
22850	0.303
22851	0.303
22852	0.303
22853	0.303
22854	0.303
22855	0
22856	0
22857	0
22858	0.303
22859	0.303
22860	0.303
22861	0.303
22862	0.303
22863	0.303
22864	0.303
22865	0.303
22866	0.303
22867	0.303
22868	0.303
22869	0.303
22870	0.303
22871	0.303
22872	0.303
22873	0.303
22874	0.303
22875	0
22876	0
22877	0
22878	0
22879	0
22880	0
22881	0
22882	0
22883	0
22884	0
22885	0
22886	0
22887	0
22888	0
22889	0
22890	0
22891	0.303
22892	0.606
22893	0.606
22894	0.606
22895	0.606
22896	0.606
22897	0.606
22898	0.606
22899	0.303
22900	0
22901	0
22902	0.303
22903	0.91
22904	0.91
22905	1.213
22906	1.516
22907	1.213
22908	1.213
22909	1.213
22910	0.91
22911	0.91
22912	0.91
22913	0.91
22914	0.91
22915	0.606
22916	0.606
22917	0.606
22918	0.91
22919	1.213
22920	1.213
22921	0.91
22922	0.606
22923	0.606
22924	0.606
22925	0.606
22926	0.303
22927	0.91
22928	0.91
22929	0.606
22930	0.606
22931	0.606
22932	1.213
22933	1.213
22934	1.213
22935	0.606
22936	0.606
22937	0.606
22938	0.606
22939	0.606
22940	0
22941	0
22942	0
22943	0
22944	0
22945	0
22946	0
22947	0.303
22948	0.303
22949	0.303
22950	0.303
22951	0.303
22952	0.303
22953	0.303
22954	0.303
22955	0.303
22956	0.303
22957	0
22958	0
22959	0
22960	0
22961	0
22962	0
22963	0
22964	0
22965	0
22966	0
22967	0.303
22968	0.303
22969	0.606
22970	0.606
22971	1.213
22972	1.213
22973	1.213
22974	1.213
22975	1.213
22976	1.213
22977	0.91
22978	0.606
22979	0
22980	0
22981	0
22982	0
22983	0
22984	0
22985	0
22986	0
22987	0
22988	0
22989	0
22990	0.303
22991	0.91
22992	1.516
22993	1.819
22994	1.819
22995	1.819
22996	1.819
22997	2.122
22998	2.122
22999	1.516
23000	1.213
23001	0.91
23002	0.91
23003	0.91
23004	0.91
23005	0.91
23006	0.606
23007	0.303
23008	0.303
23009	0
23010	0
23011	0
23012	0
23013	0
23014	0
23015	0
23016	0
23017	0.303
23018	0.303
23019	0.303
23020	0.303
23021	0.303
23022	0.303
23023	0.606
23024	0.606
23025	0.303
23026	0.303
23027	0.303
23028	0.303
23029	0.303
23030	0.303
23031	0
23032	0
23033	0
23034	0
23035	0.303
23036	0.303
23037	0.303
23038	0.303
23039	0.303
23040	0.303
23041	0.606
23042	0.606
23043	0.303
23044	0.303
23045	0.303
23046	0.303
23047	0.303
23048	0.303
23049	0.303
23050	0.303
23051	0
23052	0
23053	0
23054	0
23055	0
23056	0
23057	0
23058	0
23059	0
23060	0
23061	0
23062	0
23063	0.303
23064	0.303
23065	0.303
23066	0.606
23067	0.606
23068	0.91
23069	1.819
23070	2.729
23071	2.729
23072	3.638
23073	4.244
23074	4.244
23075	4.244
23076	3.638
23077	3.335
23078	2.425
23079	2.122
23080	1.516
23081	1.213
23082	0.606
23083	0.606
23084	0.606
23085	0
23086	0
23087	0
23088	0
23089	0
23090	0
23091	0
23092	0.303
23093	0.303
23094	0.303
23095	0.606
23096	0.606
23097	0.606
23098	0.606
23099	0.606
23100	0.606
23101	0.606
23102	0.303
23103	0
23104	0.303
23105	0.303
23106	0.303
23107	0.303
23108	0.303
23109	0.606
23110	0.91
23111	0.91
23112	0.91
23113	1.213
23114	1.213
23115	1.213
23116	1.516
23117	2.122
23118	1.819
23119	1.819
23120	1.819
23121	1.516
23122	1.213
23123	1.516
23124	1.213
23125	0.303
23126	0.303
23127	0.303
23128	0.91
23129	1.516
23130	1.516
23131	1.213
23132	1.213
23133	1.516
23134	1.516
23135	1.516
23136	0.91
23137	0.303
23138	0.303
23139	0.303
23140	0.303
23141	0
23142	0
23143	0
23144	0
23145	0
23146	0
23147	0
23148	0
23149	0
23150	0
23151	0
23152	0
23153	0
23154	0.303
23155	0.303
23156	0.303
23157	0.303
23158	1.213
23159	1.213
23160	2.122
23161	2.122
23162	2.425
23163	2.425
23164	2.425
23165	2.425
23166	1.819
23167	1.516
23168	0.606
23169	0.606
23170	0.303
23171	0.303
23172	0.303
23173	0.303
23174	0.303
23175	0.303
23176	0
23177	0
23178	0
23179	0
23180	0
23181	0
23182	0
23183	0
23184	0
23185	0.303
23186	0.303
23187	0.91
23188	1.213
23189	1.213
23190	1.516
23191	1.819
23192	1.819
23193	2.122
23194	2.122
23195	2.122
23196	1.213
23197	1.516
23198	1.213
23199	1.213
23200	1.819
23201	1.516
23202	1.819
23203	1.819
23204	1.516
23205	1.516
23206	1.516
23207	1.213
23208	0.606
23209	0.606
23210	0.303
23211	0.303
23212	0.303
23213	0.303
23214	0
23215	0
23216	0
23217	0
23218	0
23219	0
23220	0
23221	0
23222	0
23223	0
23224	0
23225	0
23226	0
23227	0.303
23228	0.303
23229	0.303
23230	0.303
23231	0.303
23232	0.303
23233	0.303
23234	0.303
23235	0.91
23236	0.91
23237	0.91
23238	0.91
23239	0.91
23240	0.91
23241	0.91
23242	0.91
23243	0
23244	0
23245	0
23246	0
23247	0
23248	0
23249	0
23250	0
23251	0
23252	0
23253	0
23254	0
23255	0
23256	0
23257	0
23258	0
23259	0.303
23260	0.606
23261	0.91
23262	1.213
23263	1.213
23264	1.213
23265	1.213
23266	1.213
23267	0.91
23268	0.606
23269	0.303
23270	0
23271	0
23272	0
23273	0
23274	0
23275	0
23276	0
23277	0
23278	0
23279	0
23280	0
23281	0.303
23282	0.303
23283	0.303
23284	0.303
23285	0.303
23286	0.303
23287	0.91
23288	0.91
23289	0.606
23290	0.606
23291	0.606
23292	0.606
23293	0.606
23294	0.606
23295	0
23296	0
23297	0
23298	0
23299	0
23300	0.303
23301	0.303
23302	0.303
23303	0.303
23304	0.303
23305	0.303
23306	0.303
23307	0.303
23308	0
23309	0.303
23310	0.303
23311	0.303
23312	0.303
23313	0.303
23314	0.303
23315	0.606
23316	0.606
23317	0.303
23318	0.303
23319	0.303
23320	0.303
23321	0.303
23322	0.303
23323	0
23324	0
23325	0
23326	0
23327	0
23328	0
23329	0
23330	0
23331	0.303
23332	0.303
23333	0.303
23334	0.303
23335	0.303
23336	0
23337	0
23338	0
23339	0
23340	0
23341	0
23342	0
23343	0
23344	0
23345	0
23346	0
23347	0
23348	0
23349	0
23350	0
23351	0
23352	0
23353	0
23354	0
23355	0
23356	0
23357	0
23358	0.303
23359	0.303
23360	0.303
23361	0.303
23362	0.303
23363	0.303
23364	0.303
23365	0.606
23366	0.303
23367	0.91
23368	1.213
23369	1.213
23370	1.213
23371	1.213
23372	0.91
23373	0.606
23374	0.606
23375	1.213
23376	0.606
23377	0.606
23378	0.606
23379	0.606
23380	0.91
23381	0.91
23382	0.91
23383	0.91
23384	0.303
23385	0.303
23386	0.303
23387	0.303
23388	0
23389	0
23390	0
23391	0
23392	0
23393	0
23394	0
23395	0
23396	0
23397	0
23398	0
23399	0
23400	0
23401	0.303
23402	0.303
23403	0.606
23404	0.606
23405	0.606
23406	0.606
23407	0.303
23408	0.303
23409	0
23410	0
23411	0
23412	0
23413	0
23414	0
23415	0
23416	0
23417	0
23418	0
23419	0
23420	0
23421	0
23422	0
23423	0
23424	0
23425	0
23426	0
23427	0
23428	0
23429	0
23430	0
23431	0
23432	0
23433	0
23434	0
23435	0
23436	0
23437	0
23438	0
23439	0
23440	0
23441	0
23442	0
23443	0
23444	0
23445	0
23446	0
23447	0
23448	0
23449	0
23450	0
23451	0
23452	0.303
23453	0.606
23454	0.606
23455	0.606
23456	0.606
23457	0.606
23458	0.606
23459	0.606
23460	0.303
23461	0.303
23462	0.303
23463	0
23464	0
23465	0.303
23466	0.606
23467	0.91
23468	0.91
23469	0.91
23470	0.91
23471	1.213
23472	1.213
23473	1.516
23474	1.213
23475	1.213
23476	1.213
23477	1.516
23478	1.516
23479	1.516
23480	1.213
23481	0.91
23482	0.606
23483	0.606
23484	0.303
23485	0.303
23486	0
23487	0
23488	0
23489	0
23490	0
23491	0
23492	0
23493	0
23494	0
23495	0
23496	0
23497	0
23498	0
23499	0
23500	0.303
23501	0.303
23502	0.303
23503	0.303
23504	0.303
23505	0.303
23506	0.303
23507	0.303
23508	0.303
23509	0
23510	0
23511	0
23512	0
23513	0
23514	0
23515	0
23516	0
23517	0
23518	0
23519	0
23520	0
23521	0
23522	0
23523	0.303
23524	0.303
23525	0.303
23526	0.303
23527	0.303
23528	0.303
23529	0.303
23530	0.303
23531	0
23532	0
23533	0
23534	0
23535	0
23536	0
23537	0
23538	0
23539	0.303
23540	0.303
23541	0.303
23542	0.303
23543	0.303
23544	0.303
23545	0.303
23546	0.303
23547	0
23548	0
23549	0
23550	0.303
23551	0.303
23552	0.303
23553	0.303
23554	0.606
23555	0.606
23556	0.91
23557	0.91
23558	0.606
23559	0.606
23560	0.606
23561	0.91
23562	0.606
23563	0.606
23564	0.303
23565	0.303
23566	0.303
23567	0.303
23568	0.303
23569	0
23570	0
23571	0
23572	0
23573	0
23574	0
23575	0
23576	0
23577	0
23578	0
23579	0
23580	0
23581	0
23582	0
23583	0
23584	0
23585	0
23586	0.303
23587	0.303
23588	0.303
23589	0.303
23590	0.303
23591	0.303
23592	0.303
23593	0.303
23594	0.303
23595	0.303
23596	0.303
23597	0.303
23598	0.303
23599	0.303
23600	0.303
23601	0.303
23602	0
23603	0.303
23604	0.303
23605	0.303
23606	0.303
23607	0.606
23608	0.606
23609	0.606
23610	0.606
23611	0.303
23612	0.303
23613	0.303
23614	0.303
23615	0
23616	0
23617	0
23618	0
23619	0
23620	0
23621	0.303
23622	0.91
23623	0.91
23624	0.91
23625	1.213
23626	1.516
23627	1.516
23628	1.516
23629	1.213
23630	0.606
23631	0.606
23632	0.606
23633	0.303
23634	0
23635	0
23636	0
23637	0
23638	0
23639	0
23640	0
23641	0
23642	0
23643	0
23644	0
23645	0
23646	0
23647	0
23648	0
23649	0
23650	0
23651	0
23652	0.303
23653	0.303
23654	0.303
23655	0.303
23656	0.303
23657	0.303
23658	0.303
23659	0.303
23660	0
23661	0
23662	0
23663	0
23664	0
23665	0
23666	0
23667	0
23668	0
23669	0
23670	0
23671	0
23672	0
23673	0
23674	0
23675	0
23676	0
23677	0.303
23678	0.303
23679	0.303
23680	0.303
23681	0.303
23682	0.303
23683	0.303
23684	0.606
23685	0.303
23686	0.303
23687	0.303
23688	0.303
23689	0.303
23690	0.303
23691	0.303
23692	0
23693	0
23694	0
23695	0
23696	0
23697	0
23698	0
23699	0
23700	0.606
23701	0.91
23702	0.91
23703	0.91
23704	0.91
23705	0.91
23706	0.91
23707	0.91
23708	0.303
23709	0
23710	0
23711	0
23712	0
23713	0
23714	0
23715	0
23716	0
23717	0.303
23718	0.303
23719	0.303
23720	0.303
23721	0.303
23722	0.303
23723	0.303
23724	0.303
23725	0
23726	0
23727	0
23728	0
23729	0
23730	0
23731	0
23732	0
23733	0
23734	0
23735	0
23736	0
23737	0
23738	0
23739	0
23740	0
23741	0
23742	0
23743	0
23744	0
23745	0
23746	0
23747	0
23748	0
23749	0
23750	0
23751	0
23752	0
23753	0
23754	0
23755	0
23756	0
23757	0
23758	0
23759	0
23760	0
23761	0
23762	0
23763	0
23764	0
23765	0
23766	0
23767	0
23768	0
23769	0
23770	0.91
23771	0.91
23772	0.91
23773	0.91
23774	0.91
23775	0.91
23776	0.91
23777	0.91
23778	0
23779	0
23780	0
23781	0
23782	0
23783	0
23784	0
23785	0
23786	0
23787	0
23788	0
23789	0
23790	0
23791	0.303
23792	0.303
23793	0.303
23794	0.303
23795	0.303
23796	1.213
23797	2.122
23798	2.425
23799	2.122
23800	2.122
23801	2.122
23802	2.122
23803	2.122
23804	1.213
23805	0.606
23806	0
23807	0
23808	0
23809	0
23810	0
23811	0
23812	0.303
23813	0.303
23814	0.303
23815	0.303
23816	0.606
23817	1.213
23818	1.213
23819	1.516
23820	1.819
23821	2.122
23822	2.425
23823	2.425
23824	2.729
23825	2.729
23826	3.032
23827	3.335
23828	3.032
23829	2.729
23830	2.729
23831	2.729
23832	2.729
23833	2.729
23834	2.425
23835	2.729
23836	2.729
23837	2.729
23838	2.122
23839	3.032
23840	3.032
23841	3.335
23842	3.335
23843	3.638
23844	3.638
23845	3.638
23846	3.941
23847	3.032
23848	2.122
23849	1.516
23850	1.516
23851	1.213
23852	0.606
23853	0.303
23854	0
23855	0
23856	0
23857	0
23858	0.303
23859	0.303
23860	0.303
23861	0.303
23862	0.303
23863	0.303
23864	0.303
23865	0.303
23866	0.303
23867	0
23868	0
23869	0
23870	0
23871	0
23872	0.303
23873	0.303
23874	0.303
23875	0.303
23876	0.303
23877	0.606
23878	0.606
23879	0.606
23880	0.606
23881	0.303
23882	0.606
23883	0.606
23884	0.606
23885	0.606
23886	0.303
23887	0.303
23888	0.303
23889	0.303
23890	0.91
23891	0.91
23892	1.213
23893	1.213
23894	1.213
23895	1.213
23896	1.213
23897	1.213
23898	0.606
23899	0.606
23900	0.303
23901	0.303
23902	0
23903	0
23904	0
23905	0
23906	0.303
23907	0.303
23908	0.303
23909	0.303
23910	0.303
23911	0.303
23912	0.303
23913	0.303
23914	0
23915	0
23916	0
23917	0
23918	0
23919	0
23920	0
23921	0
23922	0
23923	0
23924	0
23925	0
23926	0.303
23927	1.213
23928	1.516
23929	5.76
23930	5.76
23931	6.063
23932	6.063
23933	6.063
23934	5.76
23935	5.154
23936	4.851
23937	0.91
23938	0.91
23939	0.91
23940	0.91
23941	0.91
23942	0.91
23943	0.303
23944	0.303
23945	0
23946	0
23947	0
23948	0
23949	0
23950	0
23951	0
23952	0
23953	0
23954	0
23955	0
23956	0
23957	0
23958	0
23959	0
23960	0
23961	0
23962	0.303
23963	0.303
23964	0.303
23965	0.303
23966	0.303
23967	0.303
23968	0.303
23969	0.303
23970	0
23971	0
23972	0
23973	0.606
23974	0.606
23975	0.606
23976	0.606
23977	0.606
23978	0.606
23979	0.606
23980	0.606
23981	0.606
23982	0
23983	0
23984	0
23985	0
23986	0
23987	0
23988	0
23989	0
23990	0
23991	0
23992	0
23993	0
23994	0
23995	0
23996	0
23997	0
23998	0
23999	0
24000	1.213
24001	1.213
24002	1.213
24003	1.213
24004	1.516
24005	1.516
24006	1.516
24007	1.516
24008	4.851
24009	4.851
24010	4.548
24011	4.548
24012	0.303
24013	0.303
24014	0.303
24015	0.303
24016	0
24017	0
24018	0
24019	0
24020	0
24021	0
24022	0
24023	0
24024	0.606
24025	0.91
24026	0.91
24027	0.91
24028	3.638
24029	3.638
24030	4.548
24031	4.851
24032	3.638
24033	3.032
24034	3.335
24035	3.941
24036	6.973
24037	7.276
24038	6.973
24039	7.579
24040	16.068
24041	15.765
24042	14.552
24043	13.34
24044	1.819
24045	0.606
24046	0.303
24047	0.303
24048	0.303
24049	0.303
24050	0.303
24051	0
24052	0
24053	0
24054	0
24055	0
24056	0
24057	0
24058	0
24059	0
24060	0
24061	0
24062	0
24063	0
24064	0
24065	0
24066	0
24067	0
24068	0
24069	0
24070	0
24071	0
24072	0
24073	0
24074	0
24075	0
24076	0
24077	0
24078	0
24079	0
24080	0
24081	0
24082	0
24083	0
24084	0
24085	0
24086	0
24087	0
24088	0
24089	0
24090	0
24091	0
24092	0
24093	0
24094	0
24095	0
24096	0
24097	0
24098	0
24099	0
24100	0
24101	0
24102	0
24103	0
24104	0
24105	0
24106	0.303
24107	0.303
24108	0.303
24109	0.303
24110	0.303
24111	0.303
24112	0.303
24113	0.303
24114	0
24115	0
24116	0
24117	0.303
24118	0.303
24119	0.303
24120	0.303
24121	0.303
24122	0.303
24123	0.303
24124	0.303
24125	0.303
24126	0.303
24127	0.606
24128	0.303
24129	0.303
24130	0.303
24131	0.303
24132	0.303
24133	0.303
24134	0.303
24135	0
24136	1.213
24137	1.213
24138	1.213
24139	1.516
24140	1.516
24141	1.516
24142	1.516
24143	1.213
24144	0.303
24145	0.303
24146	0.303
24147	0.303
24148	0.303
24149	0.303
24150	0.303
24151	0.303
24152	0.303
24153	0
24154	0
24155	0.303
24156	0.303
24157	0.303
24158	0.606
24159	0.606
24160	0.606
24161	0.606
24162	0.606
24163	0.303
24164	0.303
24165	0.606
24166	0.303
24167	0.303
24168	0.606
24169	0.606
24170	0.606
24171	0.606
24172	0.606
24173	0.303
24174	0.303
24175	0.303
24176	0
24177	0
24178	0
24179	0.91
24180	1.213
24181	1.213
24182	1.213
24183	1.213
24184	1.213
24185	1.516
24186	1.516
24187	1.516
24188	0.606
24189	0.606
24190	0.606
24191	0.606
24192	0.91
24193	0.606
24194	1.213
24195	1.213
24196	1.213
24197	1.213
24198	0.91
24199	0.91
24200	0.606
24201	0.606
24202	0
24203	0
24204	0
24205	0
24206	0
24207	0
24208	0
24209	0
24210	0
24211	0
24212	0
24213	0
24214	0
24215	0
24216	0
24217	0
24218	0
24219	0
24220	0
24221	0
24222	0
24223	0
24224	0
24225	0
24226	0
24227	0
24228	0
24229	0
24230	0
24231	0
24232	0
24233	0
24234	0
24235	0
24236	0
24237	0
24238	0
24239	0
24240	0
24241	0
24242	0.303
24243	0.303
24244	0.303
24245	0.303
24246	0.303
24247	0.303
24248	0.303
24249	0.303
24250	0
24251	0
24252	0.606
24253	0.606
24254	0.606
24255	0.606
24256	0.606
24257	0.91
24258	0.91
24259	0.91
24260	0.91
24261	0.303
24262	0.303
24263	0.303
24264	0.303
24265	0
24266	0
24267	0
24268	0
24269	0
24270	0
24271	0
24272	0
24273	0
24274	0
24275	0
24276	0
24277	0
24278	0
24279	0
24280	0
24281	0
24282	0
24283	0
24284	0
24285	0
24286	0
24287	0
24288	0
24289	0
24290	0
24291	0
24292	0
24293	0
24294	0
24295	0
24296	0.303
24297	0.303
24298	0.303
24299	0.303
24300	0.303
24301	0.606
24302	0.606
24303	0.606
24304	0.606
24305	0
24306	0
24307	0
24308	0
24309	0
24310	0
24311	0
24312	0
24313	0
24314	0
24315	0
24316	0
24317	0.303
24318	0.606
24319	0.606
24320	0.606
24321	0.606
24322	0.606
24323	0.606
24324	0.91
24325	0.606
24326	0.606
24327	0.303
24328	0.303
24329	0.303
24330	0.303
24331	0.303
24332	0
24333	0
24334	0
24335	0.303
24336	0.303
24337	0.303
24338	0.303
24339	0.606
24340	0.606
24341	0.606
24342	0.606
24343	0.303
24344	0.303
24345	0.303
24346	0.303
24347	0
24348	0
24349	0
24350	0.303
24351	0.303
24352	0.303
24353	0.303
24354	0.303
24355	0.303
24356	0.303
24357	0.303
24358	0
24359	0
24360	0
24361	0
24362	0
24363	0
24364	0.303
24365	0.303
24366	0.303
24367	0.606
24368	0.606
24369	0.606
24370	0.606
24371	0.606
24372	0.303
24373	0.303
24374	0.303
24375	0
24376	0
24377	0
24378	0
24379	0
24380	0
24381	0
24382	0
24383	0
24384	0
24385	0
24386	0
24387	0
24388	0
24389	0
24390	0
24391	0
24392	0
24393	0
24394	0
24395	0
24396	0
24397	0
24398	0
24399	0
24400	0
24401	0
24402	0
24403	0
24404	0
24405	0
24406	0
24407	0
24408	0
24409	0
24410	0
24411	0
24412	0
24413	0
24414	0
24415	0
24416	0
24417	0
24418	0
24419	1.213
24420	1.516
24421	1.516
24422	1.516
24423	1.516
24424	1.516
24425	1.819
24426	1.819
24427	2.122
24428	0.91
24429	0.606
24430	0.606
24431	0.606
24432	0.606
24433	0.303
24434	0.303
24435	0.303
24436	0.303
24437	0
24438	0
24439	0
24440	0
24441	0
24442	0
24443	0.303
24444	0.303
24445	0.303
24446	0.303
24447	0.303
24448	0.303
24449	0.303
24450	0.303
24451	0
24452	0.303
24453	0.303
24454	0.303
24455	0.606
24456	0.606
24457	0.606
24458	0.606
24459	0.606
24460	0.303
24461	0.303
24462	0.606
24463	0.303
24464	0.303
24465	0.303
24466	0.303
24467	0.303
24468	0.303
24469	0.303
24470	0
24471	0
24472	0
24473	0
24474	0
24475	0
24476	0.303
24477	0.303
24478	0.303
24479	0.303
24480	0.303
24481	0.303
24482	0.303
24483	0.303
24484	0
24485	0
24486	0
24487	0
24488	0
24489	0
24490	0
24491	0
24492	0
24493	0
24494	0.303
24495	0.303
24496	0.303
24497	0.303
24498	0.303
24499	0.303
24500	0.91
24501	0.91
24502	0.606
24503	0.606
24504	0.606
24505	0.606
24506	0.606
24507	0.606
24508	0.606
24509	0
24510	0
24511	0.303
24512	0.303
24513	0.303
24514	0.606
24515	0.91
24516	0.91
24517	0.91
24518	0.91
24519	1.213
24520	0.91
24521	0.91
24522	0.91
24523	0.606
24524	0.606
24525	0.606
24526	0.303
24527	0
24528	0
24529	0
24530	0
24531	0
24532	0
24533	0
24534	0.303
24535	0.303
24536	0.303
24537	0.303
24538	0.606
24539	0.606
24540	0.91
24541	0.91
24542	0.606
24543	0.606
24544	0.91
24545	0.91
24546	0.606
24547	0.606
24548	0.303
24549	0.303
24550	0.303
24551	0.606
24552	0.303
24553	0.303
24554	0.303
24555	0.303
24556	0.303
24557	0.303
24558	0.303
24559	0
24560	0
24561	0
24562	0
24563	0
24564	0
24565	0
24566	0
24567	0
24568	0
24569	0
24570	0
24571	0
24572	0
24573	0
24574	0
24575	0
24576	0
24577	0
24578	0
24579	0
24580	0
24581	0
24582	0
24583	0
24584	0
24585	0
24586	0
24587	0
24588	0
24589	0
24590	0
24591	0
24592	0.303
24593	0.606
24594	0.91
24595	0.91
24596	0.91
24597	0.91
24598	0.91
24599	0.91
24600	0.606
24601	0.606
24602	0
24603	0
24604	0
24605	0
24606	0
24607	0
24608	0
24609	0
24610	0
24611	0
24612	0
24613	0
24614	0
24615	0
24616	0
24617	0
24618	0
24619	0
24620	0
24621	0
24622	0
24623	0
24624	0
24625	0
24626	0
24627	0
24628	0
24629	0
24630	0
24631	0
24632	0
24633	0
24634	0
24635	0
24636	0
24637	0
24638	0
24639	0
24640	0
24641	0.303
24642	0.303
24643	0.303
24644	0.303
24645	0.303
24646	0.606
24647	0.606
24648	1.213
24649	0.91
24650	0.91
24651	0.91
24652	0.91
24653	0.91
24654	0.91
24655	0.91
24656	0.303
24657	0.303
24658	0.303
24659	0.303
24660	0.303
24661	0.303
24662	0
24663	0
24664	0
24665	0
24666	0
24667	0
24668	0
24669	0
24670	0
24671	0
24672	0
24673	0
24674	0
24675	0
24676	0
24677	0
24678	0
24679	0
24680	0
24681	0
24682	0
24683	0
24684	0.303
24685	0.303
24686	0.303
24687	0.303
24688	0.303
24689	0.303
24690	0.303
24691	0.303
24692	0.303
24693	0.303
24694	0.303
24695	0.303
24696	0.303
24697	0.303
24698	0.303
24699	0.606
24700	0.303
